gene_id	condition	expression_value	num_samples	source
AT1G01448	heat	7.0261	3	E-GEOD-72806
AT1G01450	normal	0.0000	3	E-GEOD-72806
AT1G01450	salt	1.4150	6	E-GEOD-72806
AT1G01450	heat	1.2224	3	E-GEOD-72806
AT1G01453	normal	0.0000	3	E-GEOD-72806
AT1G01453	salt	0.4150	6	E-GEOD-72806
AT1G01453	heat	0.7370	3	E-GEOD-72806
AT1G01460	normal	0.4150	3	E-GEOD-72806
AT1G01460	salt	0.2224	6	E-GEOD-72806
AT1G01460	heat	0.4150	3	E-GEOD-72806
AT1G01470	normal	10.5501	3	E-GEOD-72806
AT1G01470	salt	10.5434	6	E-GEOD-72806
AT1G01470	heat	10.4662	3	E-GEOD-72806
AT1G01480	normal	3.8413	3	E-GEOD-72806
AT1G01480	salt	2.8413	6	E-GEOD-72806
AT1G01480	heat	3.8745	3	E-GEOD-72806
AT1G01490	normal	8.9169	3	E-GEOD-72806
AT1G01490	salt	8.7039	6	E-GEOD-72806
AT1G01490	heat	8.8308	3	E-GEOD-72806
AT1G01500	normal	8.1430	3	E-GEOD-72806
AT1G01500	salt	8.1906	6	E-GEOD-72806
AT1G01500	heat	8.3053	3	E-GEOD-72806
AT1G01510	normal	8.7027	3	E-GEOD-72806
AT1G01510	salt	8.7638	6	E-GEOD-72806
AT1G01510	heat	8.7571	3	E-GEOD-72806
AT1G01520	normal	1.7370	3	E-GEOD-72806
AT1G01520	salt	3.5025	6	E-GEOD-72806
AT1G01520	heat	3.8745	3	E-GEOD-72806
AT1G01530	normal	1.2224	3	E-GEOD-72806
AT1G01530	salt	0.5850	6	E-GEOD-72806
AT1G01530	heat	0.7370	3	E-GEOD-72806
AT1G01540	normal	9.9233	3	E-GEOD-72806
AT1G01540	salt	10.1374	6	E-GEOD-72806
AT1G01540	heat	10.0661	3	E-GEOD-72806
AT1G01550	normal	10.8525	3	E-GEOD-72806
AT1G01550	salt	10.6708	6	E-GEOD-72806
AT1G01550	heat	10.6113	3	E-GEOD-72806
AT1G01560	normal	7.1733	3	E-GEOD-72806
AT1G01560	salt	5.5949	6	E-GEOD-72806
AT1G01560	heat	4.4594	3	E-GEOD-72806
AT1G01570	normal	4.3923	3	E-GEOD-72806
AT1G01570	salt	5.3038	6	E-GEOD-72806
AT1G01570	heat	5.4485	3	E-GEOD-72806
AT1G01580	normal	4.1699	3	E-GEOD-72806
AT1G01580	salt	4.0589	6	E-GEOD-72806
AT1G01580	heat	4.3923	3	E-GEOD-72806
AT1G01590	normal	2.5025	3	E-GEOD-72806
AT1G01590	salt	2.2730	6	E-GEOD-72806
AT1G01590	heat	1.7370	3	E-GEOD-72806
AT1G01600	normal	7.0517	3	E-GEOD-72806
AT1G01600	salt	6.6366	6	E-GEOD-72806
AT1G01600	heat	6.2916	3	E-GEOD-72806
AT1G01610	normal	9.1724	3	E-GEOD-72806
AT1G01610	salt	9.0835	6	E-GEOD-72806
AT1G01610	heat	8.9962	3	E-GEOD-72806
AT1G01620	normal	11.6631	3	E-GEOD-72806
AT1G01620	salt	11.7505	6	E-GEOD-72806
AT1G01620	heat	11.6387	3	E-GEOD-72806
AT1G01630	normal	9.5372	3	E-GEOD-72806
AT1G01630	salt	8.8281	6	E-GEOD-72806
AT1G01630	heat	8.5711	3	E-GEOD-72806
AT1G01640	normal	4.9069	3	E-GEOD-72806
AT1G01640	salt	5.0371	6	E-GEOD-72806
AT1G01640	heat	4.8074	3	E-GEOD-72806
AT1G01650	normal	9.0426	3	E-GEOD-72806
AT1G01650	salt	9.1890	6	E-GEOD-72806
AT1G01650	heat	9.2722	3	E-GEOD-72806
AT1G01660	normal	4.4811	3	E-GEOD-72806
AT1G01660	salt	5.0224	6	E-GEOD-72806
AT1G01660	heat	4.6818	3	E-GEOD-72806
AT1G01670	normal	4.9696	3	E-GEOD-72806
AT1G01670	salt	6.1050	6	E-GEOD-72806
AT1G01670	heat	6.4263	3	E-GEOD-72806
AT1G01680	normal	6.9581	3	E-GEOD-72806
AT1G01680	salt	4.6818	6	E-GEOD-72806
AT1G01680	heat	3.0000	3	E-GEOD-72806
AT1G01690	normal	6.2605	3	E-GEOD-72806
AT1G01690	salt	6.4179	6	E-GEOD-72806
AT1G01690	heat	6.4037	3	E-GEOD-72806
AT1G01695	normal	2.7370	3	E-GEOD-72806
AT1G01695	salt	3.0875	6	E-GEOD-72806
AT1G01695	heat	3.1155	3	E-GEOD-72806
AT1G01700	normal	4.8908	3	E-GEOD-72806
AT1G01700	salt	5.7234	6	E-GEOD-72806
AT1G01700	heat	5.7004	3	E-GEOD-72806
AT1G01710	normal	8.8276	3	E-GEOD-72806
AT1G01710	salt	9.1712	6	E-GEOD-72806
AT1G01710	heat	9.3649	3	E-GEOD-72806
AT1G01715	normal	4.1964	3	E-GEOD-72806
AT1G01715	salt	6.4594	6	E-GEOD-72806
AT1G01715	heat	6.6958	3	E-GEOD-72806
AT1G01720	normal	7.2095	3	E-GEOD-72806
AT1G01720	salt	8.5157	6	E-GEOD-72806
AT1G01720	heat	8.8549	3	E-GEOD-72806
AT1G01725	normal	5.0732	3	E-GEOD-72806
AT1G01725	salt	6.1997	6	E-GEOD-72806
AT1G01725	heat	6.2916	3	E-GEOD-72806
AT1G01730	normal	7.8580	3	E-GEOD-72806
AT1G01730	salt	7.6618	6	E-GEOD-72806
AT1G01730	heat	7.6269	3	E-GEOD-72806
AT1G01740	normal	6.4207	3	E-GEOD-72806
AT1G01740	salt	6.2288	6	E-GEOD-72806
AT1G01740	heat	6.4757	3	E-GEOD-72806
AT1G01750	normal	1.8745	3	E-GEOD-72806
AT1G01750	salt	1.8074	6	E-GEOD-72806
AT1G01750	heat	2.0000	3	E-GEOD-72806
AT1G01760	normal	5.1293	3	E-GEOD-72806
AT1G01760	salt	5.6818	6	E-GEOD-72806
AT1G01760	heat	5.5850	3	E-GEOD-72806
AT1G01770	normal	8.3264	3	E-GEOD-72806
AT1G01770	salt	9.9820	6	E-GEOD-72806
AT1G01770	heat	10.4577	3	E-GEOD-72806
AT1G01780	normal	6.5392	3	E-GEOD-72806
AT1G01780	salt	8.1085	6	E-GEOD-72806
AT1G01780	heat	8.5366	3	E-GEOD-72806
AT1G01790	normal	11.4620	3	E-GEOD-72806
AT1G01790	salt	10.8821	6	E-GEOD-72806
AT1G01790	heat	9.9164	3	E-GEOD-72806
AT1G01800	normal	9.2605	3	E-GEOD-72806
AT1G01800	salt	9.3801	6	E-GEOD-72806
AT1G01800	heat	9.4186	3	E-GEOD-72806
AT1G01810	normal	2.1155	3	E-GEOD-72806
AT1G01810	salt	3.5236	6	E-GEOD-72806
AT1G01810	heat	4.5443	3	E-GEOD-72806
AT1G01820	normal	9.6540	3	E-GEOD-72806
AT1G01820	salt	9.6345	6	E-GEOD-72806
AT1G01820	heat	9.7262	3	E-GEOD-72806
AT1G01830	normal	8.0607	3	E-GEOD-72806
AT1G01830	salt	8.2432	6	E-GEOD-72806
AT1G01830	heat	7.8517	3	E-GEOD-72806
AT1G01840	normal	1.0000	3	E-GEOD-72806
AT1G01840	salt	1.5850	6	E-GEOD-72806
AT1G01840	heat	2.0000	3	E-GEOD-72806
AT1G01860	normal	7.5850	3	E-GEOD-72806
AT1G01860	salt	7.5875	6	E-GEOD-72806
AT1G01860	heat	7.3517	3	E-GEOD-72806
AT1G01870	normal	0.0000	3	E-GEOD-72806
AT1G01870	salt	0.2224	6	E-GEOD-72806
AT1G01870	heat	0.0000	3	E-GEOD-72806
AT1G01880	normal	4.7004	3	E-GEOD-72806
AT1G01880	salt	5.2288	6	E-GEOD-72806
AT1G01880	heat	5.9228	3	E-GEOD-72806
AT1G01890	normal	0.0000	3	E-GEOD-72806
AT1G01890	salt	0.0000	6	E-GEOD-72806
AT1G01890	heat	0.0000	3	E-GEOD-72806
AT1G01900	normal	6.0075	3	E-GEOD-72806
AT1G01900	salt	5.9029	6	E-GEOD-72806
AT1G01900	heat	6.1155	3	E-GEOD-72806
AT1G01910	normal	9.4805	3	E-GEOD-72806
AT1G01910	salt	9.0539	6	E-GEOD-72806
AT1G01910	heat	8.9849	3	E-GEOD-72806
AT1G01920	normal	7.3458	3	E-GEOD-72806
AT1G01920	salt	8.7262	6	E-GEOD-72806
AT1G01920	heat	9.0075	3	E-GEOD-72806
AT1G01930	normal	7.5236	3	E-GEOD-72806
AT1G01930	salt	7.9773	6	E-GEOD-72806
AT1G01930	heat	7.9925	3	E-GEOD-72806
AT1G01940	normal	7.2224	3	E-GEOD-72806
AT1G01940	salt	7.9962	6	E-GEOD-72806
AT1G01940	heat	8.8212	3	E-GEOD-72806
AT1G01950	normal	8.0334	3	E-GEOD-72806
AT1G01950	salt	8.3114	6	E-GEOD-72806
AT1G01950	heat	8.2823	3	E-GEOD-72806
AT1G01960	normal	10.8801	3	E-GEOD-72806
AT1G01960	salt	10.7636	6	E-GEOD-72806
AT1G01960	heat	10.6964	3	E-GEOD-72806
AT1G01970	normal	9.1015	3	E-GEOD-72806
AT1G01970	salt	8.8662	6	E-GEOD-72806
AT1G01970	heat	8.6701	3	E-GEOD-72806
AT1G01980	normal	0.0000	3	E-GEOD-72806
AT1G01980	salt	0.0000	6	E-GEOD-72806
AT1G01980	heat	0.4150	3	E-GEOD-72806
AT1G01990	normal	7.8116	3	E-GEOD-72806
AT1G01990	salt	8.6281	6	E-GEOD-72806
AT1G01990	heat	8.9278	3	E-GEOD-72806
AT1G02000	normal	6.8116	3	E-GEOD-72806
AT1G02000	salt	7.0094	6	E-GEOD-72806
AT1G02000	heat	7.3007	3	E-GEOD-72806
AT1G02010	normal	7.0444	3	E-GEOD-72806
AT1G02010	salt	7.4179	6	E-GEOD-72806
AT1G02010	heat	7.1293	3	E-GEOD-72806
AT1G02020	normal	7.6534	3	E-GEOD-72806
AT1G02020	salt	7.8765	6	E-GEOD-72806
AT1G02020	heat	8.1816	3	E-GEOD-72806
AT1G02030	normal	1.5850	3	E-GEOD-72806
AT1G02030	salt	2.0000	6	E-GEOD-72806
AT1G02030	heat	2.3219	3	E-GEOD-72806
AT1G02040	normal	0.0000	3	E-GEOD-72806
AT1G02040	salt	0.8745	6	E-GEOD-72806
AT1G02040	heat	1.0000	3	E-GEOD-72806
AT1G02050	normal	6.1964	3	E-GEOD-72806
AT1G02050	salt	7.3590	6	E-GEOD-72806
AT1G02050	heat	7.5183	3	E-GEOD-72806
AT1G02060	normal	6.2792	3	E-GEOD-72806
AT1G02060	salt	7.5038	6	E-GEOD-72806
AT1G02060	heat	7.9639	3	E-GEOD-72806
AT1G02065	normal	5.0875	3	E-GEOD-72806
AT1G02065	salt	5.5648	6	E-GEOD-72806
AT1G02065	heat	4.9228	3	E-GEOD-72806
AT1G02067	normal	0.4150	3	E-GEOD-72806
AT1G02067	salt	0.0000	6	E-GEOD-72806
AT1G02067	heat	0.0000	3	E-GEOD-72806
AT1G02070	normal	2.8074	3	E-GEOD-72806
AT1G02070	salt	2.5025	6	E-GEOD-72806
AT1G02070	heat	2.0000	3	E-GEOD-72806
AT1G02080	normal	11.1280	3	E-GEOD-72806
AT1G02080	salt	11.4836	6	E-GEOD-72806
AT1G02080	heat	11.4090	3	E-GEOD-72806
AT1G02090	normal	8.6196	3	E-GEOD-72806
AT1G02090	salt	9.1237	6	E-GEOD-72806
AT1G02090	heat	9.6245	3	E-GEOD-72806
AT1G02100	normal	8.4164	3	E-GEOD-72806
AT1G02100	salt	9.1874	6	E-GEOD-72806
AT1G02100	heat	9.6923	3	E-GEOD-72806
AT1G02110	normal	7.7879	3	E-GEOD-72806
AT1G02110	salt	8.2984	6	E-GEOD-72806
AT1G02110	heat	8.2272	3	E-GEOD-72806
AT1G02120	normal	10.2839	3	E-GEOD-72806
AT1G02120	salt	9.8223	6	E-GEOD-72806
AT1G02120	heat	9.4703	3	E-GEOD-72806
AT1G02130	normal	8.7381	3	E-GEOD-72806
AT1G02130	salt	8.7125	6	E-GEOD-72806
AT1G02130	heat	8.8538	3	E-GEOD-72806
AT1G02140	normal	10.0875	3	E-GEOD-72806
AT1G02140	salt	10.4011	6	E-GEOD-72806
AT1G02140	heat	10.7963	3	E-GEOD-72806
AT1G02145	normal	8.0928	3	E-GEOD-72806
AT1G02145	salt	8.4845	6	E-GEOD-72806
AT1G02145	heat	8.5131	3	E-GEOD-72806
AT1G02150	normal	10.7045	3	E-GEOD-72806
AT1G02150	salt	10.6287	6	E-GEOD-72806
AT1G02150	heat	10.5388	3	E-GEOD-72806
AT1G02160	normal	7.4235	3	E-GEOD-72806
AT1G02160	salt	7.5183	6	E-GEOD-72806
AT1G02160	heat	7.4512	3	E-GEOD-72806
AT1G02170	normal	8.4771	3	E-GEOD-72806
AT1G02170	salt	8.1632	6	E-GEOD-72806
AT1G02170	heat	8.2558	3	E-GEOD-72806
AT1G02180	normal	5.9464	3	E-GEOD-72806
AT1G02180	salt	6.3007	6	E-GEOD-72806
AT1G02180	heat	6.6196	3	E-GEOD-72806
AT1G02190	normal	4.8908	3	E-GEOD-72806
AT1G02190	salt	5.1632	6	E-GEOD-72806
AT1G02190	heat	5.3923	3	E-GEOD-72806
AT1G02205	normal	10.2180	3	E-GEOD-72806
AT1G02205	salt	11.7429	6	E-GEOD-72806
AT1G02205	heat	10.5736	3	E-GEOD-72806
AT1G02210	normal	0.0000	3	E-GEOD-72806
AT1G02210	salt	0.0000	6	E-GEOD-72806
AT1G02210	heat	0.0000	3	E-GEOD-72806
AT1G02220	normal	5.4037	3	E-GEOD-72806
AT1G02220	salt	6.5025	6	E-GEOD-72806
AT1G02220	heat	7.1361	3	E-GEOD-72806
AT1G02230	normal	5.3099	3	E-GEOD-72806
AT1G02230	salt	5.0000	6	E-GEOD-72806
AT1G02230	heat	5.5949	3	E-GEOD-72806
AT1G02250	normal	0.7370	3	E-GEOD-72806
AT1G02250	salt	0.5850	6	E-GEOD-72806
AT1G02250	heat	0.0000	3	E-GEOD-72806
AT1G02260	normal	8.2683	3	E-GEOD-72806
AT1G02260	salt	8.1531	6	E-GEOD-72806
AT1G02260	heat	7.8202	3	E-GEOD-72806
AT1G02270	normal	9.1632	3	E-GEOD-72806
AT1G02270	salt	8.9849	6	E-GEOD-72806
AT1G02270	heat	9.0307	3	E-GEOD-72806
AT1G02280	normal	10.0191	3	E-GEOD-72806
AT1G02280	salt	10.2336	6	E-GEOD-72806
AT1G02280	heat	10.2777	3	E-GEOD-72806
AT1G02290	normal	6.9228	3	E-GEOD-72806
AT1G02290	salt	7.8486	6	E-GEOD-72806
AT1G02290	heat	8.0261	3	E-GEOD-72806
AT1G02300	normal	8.6036	3	E-GEOD-72806
AT1G02300	salt	10.3380	6	E-GEOD-72806
AT1G02300	heat	10.8092	3	E-GEOD-72806
AT1G02305	normal	9.9730	3	E-GEOD-72806
AT1G02305	salt	10.5285	6	E-GEOD-72806
AT1G02305	heat	10.9243	3	E-GEOD-72806
AT1G02310	normal	3.8413	3	E-GEOD-72806
AT1G02310	salt	3.1964	6	E-GEOD-72806
AT1G02310	heat	4.8074	3	E-GEOD-72806
AT1G02320	normal	0.0000	3	E-GEOD-72806
AT1G02320	salt	0.0000	6	E-GEOD-72806
AT1G02320	heat	0.0000	3	E-GEOD-72806
AT1G02330	normal	8.1396	3	E-GEOD-72806
AT1G02330	salt	8.2336	6	E-GEOD-72806
AT1G02330	heat	8.2078	3	E-GEOD-72806
AT1G02335	normal	7.6024	3	E-GEOD-72806
AT1G02335	salt	7.2159	6	E-GEOD-72806
AT1G02335	heat	6.8031	3	E-GEOD-72806
AT1G02340	normal	4.7370	3	E-GEOD-72806
AT1G02340	salt	5.1430	6	E-GEOD-72806
AT1G02340	heat	4.4150	3	E-GEOD-72806
AT1G02350	normal	4.5025	3	E-GEOD-72806
AT1G02350	salt	4.9696	6	E-GEOD-72806
AT1G02350	heat	4.9228	3	E-GEOD-72806
AT1G02360	normal	5.7460	3	E-GEOD-72806
AT1G02360	salt	4.5648	6	E-GEOD-72806
AT1G02360	heat	2.1155	3	E-GEOD-72806
AT1G02370	normal	6.9619	3	E-GEOD-72806
AT1G02370	salt	7.4553	6	E-GEOD-72806
AT1G02370	heat	7.9715	3	E-GEOD-72806
AT1G02380	normal	5.8329	3	E-GEOD-72806
AT1G02380	salt	5.4703	6	E-GEOD-72806
AT1G02380	heat	5.2977	3	E-GEOD-72806
AT1G02390	normal	5.5648	3	E-GEOD-72806
AT1G02390	salt	7.2479	6	E-GEOD-72806
AT1G02390	heat	7.0517	3	E-GEOD-72806
AT1G02400	normal	5.1430	3	E-GEOD-72806
AT1G02400	salt	5.4429	6	E-GEOD-72806
AT1G02400	heat	5.6049	3	E-GEOD-72806
AT1G02405	normal	0.7370	3	E-GEOD-72806
AT1G02405	salt	0.8745	6	E-GEOD-72806
AT1G02405	heat	1.7370	3	E-GEOD-72806
AT1G02410	normal	7.8989	3	E-GEOD-72806
AT1G02410	salt	7.8999	6	E-GEOD-72806
AT1G02410	heat	8.0334	3	E-GEOD-72806
AT1G02420	normal	3.9696	3	E-GEOD-72806
AT1G02420	salt	4.7460	6	E-GEOD-72806
AT1G02420	heat	5.3923	3	E-GEOD-72806
AT1G02430	normal	2.2224	3	E-GEOD-72806
AT1G02430	salt	3.1430	6	E-GEOD-72806
AT1G02430	heat	2.8074	3	E-GEOD-72806
AT1G02440	normal	2.2224	3	E-GEOD-72806
AT1G02440	salt	2.9386	6	E-GEOD-72806
AT1G02440	heat	1.7370	3	E-GEOD-72806
AT1G02450	normal	7.0768	3	E-GEOD-72806
AT1G02450	salt	5.8704	6	E-GEOD-72806
AT1G02450	heat	4.5236	3	E-GEOD-72806
AT1G02460	normal	5.3339	3	E-GEOD-72806
AT1G02460	salt	5.2224	6	E-GEOD-72806
AT1G02460	heat	5.7726	3	E-GEOD-72806
AT1G02470	normal	4.7188	3	E-GEOD-72806
AT1G02470	salt	5.0000	6	E-GEOD-72806
AT1G02470	heat	5.3339	3	E-GEOD-72806
AT1G02475	normal	9.4249	3	E-GEOD-72806
AT1G02475	salt	9.7033	6	E-GEOD-72806
AT1G02475	heat	10.0270	3	E-GEOD-72806
AT1G02480	normal	0.0000	3	E-GEOD-72806
AT1G02480	salt	0.2224	6	E-GEOD-72806
AT1G02480	heat	0.0000	3	E-GEOD-72806
AT1G02490	normal	1.2224	3	E-GEOD-72806
AT1G02490	salt	1.2224	6	E-GEOD-72806
AT1G02490	heat	0.7370	3	E-GEOD-72806
AT1G02500	normal	11.5203	3	E-GEOD-72806
AT1G02500	salt	11.6235	6	E-GEOD-72806
AT1G02500	heat	11.7378	3	E-GEOD-72806
AT1G02510	normal	1.2224	3	E-GEOD-72806
AT1G02510	salt	1.1155	6	E-GEOD-72806
AT1G02510	heat	1.4150	3	E-GEOD-72806
AT1G02520	normal	4.1155	3	E-GEOD-72806
AT1G02520	salt	3.9386	6	E-GEOD-72806
AT1G02520	heat	3.7726	3	E-GEOD-72806
AT1G02530	normal	3.2730	3	E-GEOD-72806
AT1G02530	salt	2.7726	6	E-GEOD-72806
AT1G02530	heat	3.9069	3	E-GEOD-72806
AT1G02540	normal	0.0000	3	E-GEOD-72806
AT1G02540	salt	0.0000	6	E-GEOD-72806
AT1G02540	heat	0.0000	3	E-GEOD-72806
AT1G02550	normal	0.0000	3	E-GEOD-72806
AT1G02550	salt	0.0000	6	E-GEOD-72806
AT1G02550	heat	0.0000	3	E-GEOD-72806
AT1G02560	normal	12.0144	3	E-GEOD-72806
AT1G02560	salt	11.9744	6	E-GEOD-72806
AT1G02560	heat	11.9751	3	E-GEOD-72806
AT1G02570	normal	0.0000	3	E-GEOD-72806
AT1G02570	salt	0.0000	6	E-GEOD-72806
AT1G02570	heat	0.7370	3	E-GEOD-72806
AT1G02575	normal	0.0000	3	E-GEOD-72806
